assetTypeNumber,assetNumber,reportingPeriodBeginningDate,reportingPeriodEndingDate,originatorName,originationDate,originalLoanAmount,originalLoanTerm,loanMaturityDate,originalInterestRatePercentage,interestCalculationTypeCode,originalInterestRateTypeCode,originalFirstPaymentDate,underwritingIndicator,gracePeriodNumber,paymentTypeCode,subvented,vehicleManufacturerName,vehicleModelName,vehicleNewUsedCode,vehicleModelYear,vehicleTypeCode,vehicleValueAmount,vehicleValueSourceCode,obligorCreditScoreType,obligorCreditScore,obligorIncomeVerificationLevelCode,obligorEmploymentVerificationCode,coObligorIndicator,paymentToIncomePercentage,obligorGeographicLocation,assetAddedIndicator,remainingTermToMaturityNumber,servicingAdvanceMethodCode,reportingPeriodBeginningLoanBalanceAmount,nextReportingPeriodPaymentAmountDue,reportingPeriodInterestRatePercentage,nextInterestRatePercentage,servicingFeePercentage,otherAssessedUncollectedServicerFeeAmount,scheduledInterestAmount,scheduledPrincipalAmount,otherPrincipalAdjustmentAmount,reportingPeriodActualEndBalanceAmount,reportingPeriodScheduledPaymentAmount,totalActualAmountPaid,actualInterestCollectedAmount,actualPrincipalCollectedAmount,actualOtherCollectedAmount,interestPaidThroughDate,currentDelinquencyStatus,primaryLoanServicerName,subvented.1,reportingPeriodModificationIndicator,modificationTypeCode,paymentExtendedNumber,servicingFlatFeeAmount,otherServicerFeeRetainedByServicer,servicerAdvancedAmount,zeroBalanceCode,assetSubjectDemandIndicator,repurchaseAmount,chargedoffPrincipalAmount,recoveredAmount,repossessedIndicator,repossessedProceedsAmount,originalInterestOnlyTermNumber,X..i..,modificationTypeCode.1,zeroBalanceEffectiveDate,originatorName_clean,originalInterestRatePercentage_clean,obligorGeographicLocation_clean,obligorCreditScore_clean,lender_state_n,paymentToIncomePercentage_clean,credit_score_cat,originalLoanTerm_char,loan_term_cat
SPONSOR,998989999995732736,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,02/2020,15653.37,50,03/2024,0.0599,1,1,04/2020,true,2,2,0,HONDA,CIVIC,2,2017,1,17450,98,CREDIT BUREAU,848,2,2,true,0.07,NC,false,44,1,14815.52,368.46,0.0599,0.0599,0,0,73.78,293.76,0,14519.81,367.54,368.46,72.75,295.71,0,07-11-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0599,NC,848,3571,0.07,Super-Prime,50,49-54 months
SPONSOR,998989999996642048,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2015,27353.18,77,09/2021,0.1189,1,1,07/2015,true,2,2,0,TOYOTA,CAMRY,1,2015,1,25773,2,CREDIT BUREAU,598,2,2,false,0.1448,SC,false,14,1,7623.95,1042.33,0.1189,0.1189,0,0,71.29,447.28,0,7623.95,518.57,0,0,0,0,06-29-2020,3,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1189,SC,598,2196,0.1448,Fair,77,73-78 months
SPONSOR,998989999995725824,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,03/2020,30982.11,76,06/2026,0.13,1,1,04/2020,true,1,2,0,TOYOTA,TACOMA,2,2018,2,31150,98,CREDIT BUREAU,574,2,2,false,0.1729,NC,false,71,1,29711.48,605.29,0.13,0.13,0,0,326.77,278.73,0,29711.48,605.5,0,0,0,0,06-23-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.13,NC,574,3571,0.1729,Deep Sub-Prime,76,73-78 months
SPONSOR,998989999995713536,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,04/2020,9362.06,73,04/2026,0.0704,1,1,05/2020,true,1,2,0,GMC LIGHT,TERRAIN,2,2013,3,10894,98,CREDIT BUREAU,768,2,2,false,0.0843,AL,false,69,1,9168.71,160.26,0.0704,0.0704,0,0,53.68,106.1,0,9059.6,159.79,160.26,51.15,109.11,0,07-18-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0704,AL,768,2793,0.0843,Super-Prime,73,73-78 months
SPONSOR,998989999995707776,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,04/2020,23186.06,77,08/2026,0.0849,1,1,06/2020,true,2,2,0,TOYOTA,CAMRY,1,2020,1,27516,2,CREDIT BUREAU,632,2,2,true,0.1053,NC,false,73,1,23021.87,400.84,0.0849,0.0849,0,0,162.37,237.07,0,22770.55,399.45,400.84,149.52,251.32,0,07-05-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0849,NC,632,3571,0.1053,Non-Prime,77,73-78 months
SPONSOR,998989999995703680,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,47671.67,73,05/2026,0.0414,1,1,06/2020,true,1,2,2,TOYOTA,TUNDRA 4X4,1,2020,2,46737,2,CREDIT BUREAU,609,2,2,false,0.125,NC,false,70,1,47115.63,750.16,0.0414,0.0414,0,0,162.45,586.42,0,46573.32,748.87,750.16,207.85,542.31,0,07-15-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0414,NC,609,3571,0.125,Fair,73,73-78 months
SPONSOR,998989999995722112,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,03/2020,17157.79,74,04/2026,0.1585,1,1,05/2020,true,2,2,0,TOYOTA,TACOMA,2,2015,2,14046,98,CREDIT BUREAU,611,2,2,false,0.1148,NC,false,69,1,16620.35,0,0.1585,0.1585,0,0,222.79,147.97,0,16439.69,370.76,375,194.34,180.66,0,07-03-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1585,NC,611,3571,0.1148,Fair,74,73-78 months
SPONSOR,998989999995699840,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,63037.91,76,08/2026,0.0459,1,1,06/2020,true,1,2,0,TOYOTA,4RUNNER,1,2020,3,46447,2,CREDIT BUREAU,741,2,2,true,0.0618,SC,false,73,1,62401.56,910.78,0.0459,0.0459,0,0,238.33,730.07,0,61620.68,968.41,1000,219.12,780.88,0,07-24-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0459,SC,741,2196,0.0618,Super-Prime,76,73-78 months
SPONSOR,998989999995680512,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,06/2020,21998,76,09/2026,0.1254,1,1,07/2020,true,1,2,0,TOYOTA,YARIS HATC,1,2020,1,19386,2,CREDIT BUREAU,648,2,2,false,0.1579,SC,false,74,1,21998,424.12,0.1254,0.1254,0,0,229.87,194.68,0,21799.11,424.56,425,226.11,198.89,0,07-16-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1254,SC,648,2196,0.1579,Non-Prime,76,73-78 months
SPONSOR,998989999995689088,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,30460.18,68,12/2025,0.0864,1,1,07/2020,true,2,2,0,TOYOTA,PRIUS,1,2020,1,25609,2,CREDIT BUREAU,649,2,2,false,0.0843,NC,false,65,1,30460.18,583.55,0.0864,0.0864,0,0,219.31,362.14,0,30178.63,581.45,583.55,302,281.55,0,07-10-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0864,NC,649,3571,0.0843,Non-Prime,68,67-72 months
SPONSOR,998989999995683456,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,06/2020,22875.3,76,09/2026,0.0304,1,1,07/2020,true,1,2,0,TOYOTA,CAMRY,2,2018,1,20084,98,CREDIT BUREAU,811,2,2,true,0.036,NC,false,74,1,22875.3,335.7,0.0304,0.0304,0,0,57.95,277.33,0,22625.1,335.28,335.7,85.5,250.2,0,07-26-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0304,NC,811,3571,0.036,Super-Prime,76,73-78 months
SPONSOR,998989999995671552,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,06/2020,30624,73,06/2026,0.0859,1,1,07/2020,true,1,2,0,TOYOTA,TACOMA,2,2017,2,25438,98,CREDIT BUREAU,649,2,2,true,0.0746,SC,false,71,1,0,547.36,0.0859,0.0859,0,0,219.21,326.58,-30624,30428.83,545.8,547.36,352.19,195.17,0,07-23-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0859,SC,649,2196,0.0746,Non-Prime,73,73-78 months
SPONSOR,998989999995691008,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,35260.47,77,09/2026,0.1204,1,1,07/2020,true,2,2,0,TOYOTA,TACOMA SR5,1,2020,2,34601,2,CREDIT BUREAU,647,2,2,false,0.1606,AL,false,74,1,35260.47,674.62,0.1204,0.1204,0,0,353.77,317.47,0,35107.82,671.25,674.62,521.97,152.65,0,07-07-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1204,AL,647,2793,0.1606,Non-Prime,77,73-78 months
SPONSOR,998989999996671360,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,03/2015,27768.29,64,11/2020,0.0704,1,1,04/2015,true,1,2,0,TOYOTA,CAMRY,1,2015,1,25063,2,CREDIT BUREAU,634,2,2,false,0.1957,SC,false,4,1,1301.63,0,0.0704,0.0704,0,0,0,0,0,1301.63,0,0,0,0,0,06-25-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0704,SC,634,2196,0.1957,Non-Prime,64,61-66 months
SPONSOR,998989999995683840,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,18186.66,77,09/2026,0.0989,1,1,07/2020,true,2,2,0,HYUNDAI,ELANTRA,2,2018,1,11850,98,CREDIT BUREAU,714,2,2,true,0.0409,NC,false,74,1,18186.66,324.82,0.0989,0.0989,0,0,149.88,176.18,0,18043.4,326.07,330,186.74,143.26,0,07-07-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0989,NC,714,3571,0.0409,Prime,77,73-78 months
SPONSOR,998989999995918592,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,04/2019,25768.56,76,09/2025,0.17,1,1,05/2019,true,1,2,0,TOYOTA,YARIS SEDA,1,2019,1,18564,2,CREDIT BUREAU,602,2,2,true,0.0842,NC,false,62,1,23582.59,563.96,0.17,0.17,0,0,322.6,237.44,0,23358.19,560.05,563.96,339.56,224.4,0,07-22-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.17,NC,602,3571,0.0842,Fair,76,73-78 months
SPONSOR,998989999996506624,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,02/2016,27040.16,77,06/2022,0.1054,1,1,04/2016,true,2,2,0,TOYOTA,RAV4,1,2016,3,25444,2,CREDIT BUREAU,637,2,2,false,0.0992,NY,false,23,1,10747.33,495.92,0.1054,0.1054,0,495.92,93.47,400.27,0,10344.26,493.75,495.92,92.85,403.07,0,07-01-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1054,NY,637,45,0.0992,Non-Prime,77,73-78 months
SPONSOR,998989999996515200,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2016,31734.98,75,03/2022,0,1,1,04/2016,true,3,2,1,TOYOTA,CAMRY SPEC,1,2016,1,26789,2,CREDIT BUREAU,742,2,2,true,0.0678,HI,false,20,1,9256.22,440.76,0,0,0,0,0,440.76,0,8815.46,440.76,440.76,0,440.76,0,07-05-2020,0,WORLD OMNI FINANCIAL CORP,2,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0,HI,742,2,0.0678,Super-Prime,75,73-78 months
SPONSOR,998989999995827712,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,09/2019,27872.76,76,02/2026,0.0629,1,1,10/2019,true,1,2,0,TOYOTA,PRIUS,2,2016,1,22995,98,CREDIT BUREAU,743,2,2,true,0.0644,AL,false,67,1,25485.68,0,0.0629,0.0629,0,0,131.43,318.98,0,24822.48,450.42,903.2,240,663.2,0,07-21-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0629,AL,743,2793,0.0644,Super-Prime,76,73-78 months
SPONSOR,998989999995823360,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,09/2019,24646.53,76,02/2026,0.0794,1,1,10/2019,true,1,2,0,JEEP,CHEROKEE,2,2018,3,17575,98,CREDIT BUREAU,715,2,2,false,0.131,SC,false,67,1,22799.88,419.31,0.0794,0.0794,0,0,147.49,270.44,0,22799.88,417.93,0,0,0,0,06-28-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0794,SC,715,2196,0.131,Prime,76,73-78 months
SPONSOR,998989999995826176,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,09/2019,27694.5,76,12/2025,0.0999,1,1,10/2019,true,1,2,0,TOYOTA,CAMRY,1,2019,1,27716,2,CREDIT BUREAU,625,2,2,false,0.1225,SC,false,65,1,25304.3,499.98,0.0999,0.0999,0,0,209.84,288.1,0,25011.53,497.94,499.98,207.21,292.77,0,07-25-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0999,SC,625,2196,0.1225,Non-Prime,76,73-78 months
SPONSOR,998989999995820672,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,09/2019,30784.4,74,10/2025,0.059,1,1,11/2019,true,2,2,1,TOYOTA,COROLLA,1,2020,1,24511,2,CREDIT BUREAU,616,2,2,false,0.17,SC,false,63,1,27939.06,509.97,0.059,0.059,0,0,137.05,371.67,0,27564.2,508.73,509.97,135.11,374.86,0,07-02-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.059,SC,616,2196,0.17,Fair,74,73-78 months
SPONSOR,998989999995821824,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,09/2019,27251.13,77,01/2026,0.0974,1,1,11/2019,true,2,2,0,TOYOTA,RAV4,1,2019,3,27119,2,CREDIT BUREAU,610,2,2,false,0.1191,AL,false,66,1,25161.09,488.49,0.0974,0.0974,0,0,203.46,283.06,0,24873.48,486.52,488.49,200.88,287.61,0,07-03-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0974,AL,610,2793,0.1191,Fair,77,73-78 months
SPONSOR,998989999995810176,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,10/2019,24668,76,03/2026,0.1189,1,1,11/2019,true,1,2,0,TOYOTA,COROLLA,1,2020,1,21523,2,CREDIT BUREAU,607,2,2,false,0.1567,NC,false,68,1,23622.64,469.96,0.1189,0.1189,0,0,226.09,241.57,0,23618.96,467.66,469.96,466.28,3.68,0,07-19-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1189,NC,607,3571,0.1567,Fair,76,73-78 months
SPONSOR,998989999995804160,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,10/2019,30019.05,77,02/2026,0.115,1,1,12/2019,true,2,2,0,TOYOTA,CAMRY,1,2019,1,29743,2,CREDIT BUREAU,599,2,2,false,0.1347,SC,false,67,1,28162.54,565.71,0.115,0.115,0,0,268.67,294.34,0,27862.3,563.01,565.71,265.47,300.24,0,07-03-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.115,SC,599,2196,0.1347,Fair,77,73-78 months
SPONSOR,998989999995799936,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,10/2019,30519.55,62,11/2024,0.0754,1,1,12/2019,true,2,2,0,TOYOTA,RAV4,1,2019,3,31119,2,CREDIT BUREAU,687,2,2,true,0.1667,AL,false,52,1,27603.18,614.05,0.0754,0.0754,0,0,172.92,439.2,0,27159.72,612.12,614.05,170.59,443.46,0,07-08-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0754,AL,687,2793,0.1667,Prime,62,61-66 months
SPONSOR,998989999995797504,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,10/2019,36821.5,74,11/2025,0.039,1,1,12/2019,true,2,2,1,TOYOTA,CAMRY,1,2019,1,40509,2,CREDIT BUREAU,712,2,2,true,0.0466,SC,false,64,1,33621.31,522.69,0.039,0.039,0,0,109.22,465.17,0,33153.08,574.4,575.71,107.48,468.23,0,07-18-2020,0,WORLD OMNI FINANCIAL CORP,2,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.039,SC,712,2196,0.0466,Prime,74,73-78 months
SPONSOR,998989999995786496,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,11/2019,46517,73,11/2025,0.049,1,1,12/2019,true,1,2,1,TOYOTA,HIGHLANDER,1,2019,3,34635,2,CREDIT BUREAU,593,2,2,true,0.0998,SC,false,64,1,42674.39,748.52,0.049,0.049,0,0,173.82,573.17,0,42097.27,746.99,748.52,171.4,577.12,0,07-29-2020,0,WORLD OMNI FINANCIAL CORP,2,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.049,SC,593,2196,0.0998,Fair,73,73-78 months
SPONSOR,998989999995782656,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,11/2019,22866,76,02/2026,0.1373,1,1,12/2019,true,1,2,0,CHEVROLET,TRAVERSE,2,2017,3,18532,98,CREDIT BUREAU,571,2,2,false,0.1585,SC,false,67,1,21458.17,911.62,0.1373,0.1373,0,18.5,245.52,210.28,0,21458.17,455.81,0,0,0,0,06-16-2020,15,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1373,SC,571,2196,0.1585,Deep Sub-Prime,76,73-78 months
SPONSOR,998989999995776256,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,12/2019,34749.13,76,03/2026,0.123,1,1,01/2020,true,1,2,0,TOYOTA,SIENNA L 3,1,2020,3,33573,2,CREDIT BUREAU,638,2,2,true,0.0825,AL,false,68,1,32992.38,669.67,0.123,0.123,0,0,336.61,329.65,0,32655.34,666.26,669.67,332.63,337.04,0,07-18-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.123,AL,638,2793,0.0825,Non-Prime,76,73-78 months
SPONSOR,998989999995776640,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,11/2019,34846.95,77,03/2026,0.1248,1,1,01/2020,true,2,2,0,TOYOTA,CAMRY,2,2018,1,24325,98,CREDIT BUREAU,672,2,2,true,0.0953,AL,false,68,1,33078.05,674.9,0.1248,0.1248,0,0,342.61,328.82,0,32775.36,671.44,674.9,372.21,302.69,0,07-15-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1248,AL,672,2793,0.0953,Prime,77,73-78 months
SPONSOR,998989999995754624,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,12/2019,26902.5,74,01/2026,0.0889,1,1,02/2020,true,2,2,0,TOYOTA,CAMRY,1,2019,1,28543,2,CREDIT BUREAU,623,2,2,false,0.1348,SC,false,66,1,25551.81,484.5,0.0889,0.0889,0,0,188.61,294.84,0,25255.01,483.46,483,186.2,296.8,0,07-08-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0889,SC,623,2196,0.1348,Non-Prime,74,73-78 months
SPONSOR,998989999995754752,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,18310.17,73,01/2026,0.1355,1,1,02/2020,true,1,2,0,TOYOTA,COROLLA,2,2018,1,13650,98,CREDIT BUREAU,609,2,2,false,0.1339,NC,false,66,1,17518.89,375,0.1355,0.1355,0,0,197.15,175.73,0,17357.93,372.89,375,214.04,160.96,0,07-21-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1355,NC,609,3571,0.1339,Fair,73,73-78 months
SPONSOR,998989999995756800,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,27689.17,76,04/2026,0.0869,1,1,02/2020,true,1,2,0,TOYOTA,COROLLA HA,1,2020,1,24625,2,CREDIT BUREAU,611,2,2,false,0.1263,NC,false,69,1,26268.05,479.89,0.0869,0.0869,0,0,190.25,289.52,0,25975.26,479.78,479.89,187.1,292.79,0,07-01-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0869,NC,611,3571,0.1263,Fair,76,73-78 months
SPONSOR,998989999995729024,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,02/2020,24143.21,77,06/2026,0.1289,1,1,04/2020,true,2,2,2,TOYOTA,COROLLA,1,2020,1,21533,2,CREDIT BUREAU,623,2,2,true,0.0808,NC,false,71,1,23621.48,945.88,0.1289,0.1289,0,85,252.46,217.97,-421.77,23621.48,470.43,945.94,524.11,421.77,0.06,06-13-2020,18,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1289,NC,623,3571,0.0808,Non-Prime,77,73-78 months
SPONSOR,998989999995714176,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,04/2020,19664,76,07/2026,0.0949,1,1,05/2020,true,1,2,0,TOYOTA,COROLLA,1,2020,1,21523,2,CREDIT BUREAU,633,2,2,true,0.0971,SC,false,72,1,19026.79,0,0.0949,0.0949,0,0,152.44,196.14,0,18811.42,348.58,348.58,133.21,215.37,0,07-23-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0949,SC,633,2196,0.0971,Non-Prime,76,73-78 months
SPONSOR,998989999995705856,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,04/2020,28152.31,77,08/2026,0.127,1,1,06/2020,true,2,2,0,TOYOTA,CAMRY,2,2019,1,20725,98,CREDIT BUREAU,648,2,2,true,0.1124,AL,false,73,1,27884.11,274,0.127,0.127,0,0,295.32,250.4,0,27625.23,545.72,548.57,289.69,258.88,0,07-24-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.127,AL,648,2793,0.1124,Non-Prime,77,73-78 months
SPONSOR,998989999995707776,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,04/2020,28804,77,08/2026,0.0589,1,1,06/2020,true,2,2,0,TOYOTA,COROLLA,1,2020,1,22724,2,CREDIT BUREAU,731,2,2,true,0.0838,SC,false,73,1,28556.08,461.11,0.0589,0.0589,0,0,139.81,320.18,0,28228.21,460,461.14,133.27,327.87,0,07-09-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0589,SC,731,2196,0.0838,Super-Prime,77,73-78 months
SPONSOR,998989999995702016,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,29984.14,76,08/2026,0.1134,1,1,06/2020,true,1,2,0,TOYOTA,CAMRY,1,2020,1,26453,2,CREDIT BUREAU,580,2,2,false,0.1118,AL,false,73,1,29811.85,562.47,0.1134,0.1134,0,0,280.73,279.13,0,29526.49,559.86,562.47,277.11,285.36,0,07-19-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1134,AL,580,2793,0.1118,Fair,76,73-78 months
SPONSOR,998989999995695488,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,30237,76,08/2026,0.1089,1,1,06/2020,true,1,2,0,HONDA,ACCORD,2,2018,1,22653,98,CREDIT BUREAU,690,2,2,false,0.175,SC,false,73,1,30063.76,520.18,0.1089,0.1089,0,0,271.83,285.73,0,29713.5,557.56,600,249.74,350.26,0,07-24-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1089,SC,690,2196,0.175,Prime,76,73-78 months
